,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
1035,280,物流,86,88,也还可以,88,92,物流,正面,东西真的很棒，买回来之后每天都在吃，感觉不错，就是不知道原料怎么样，感觉满方便的，一包就是两碗，分两个东西烧，晚上烧好早上就可以吃了，感觉很好，放点冰糖就可以了感觉很方便，物流也还可以，还算蛮快的吧，下次继续购买
1036,280,_,,,蛮快的,95,98,物流,正面,东西真的很棒，买回来之后每天都在吃，感觉不错，就是不知道原料怎么样，感觉满方便的，一包就是两碗，分两个东西烧，晚上烧好早上就可以吃了，感觉很好，放点冰糖就可以了感觉很方便，物流也还可以，还算蛮快的吧，下次继续购买
1037,280,_,,,下次继续购买,100,106,整体,正面,东西真的很棒，买回来之后每天都在吃，感觉不错，就是不知道原料怎么样，感觉满方便的，一包就是两碗，分两个东西烧，晚上烧好早上就可以吃了，感觉很好，放点冰糖就可以了感觉很方便，物流也还可以，还算蛮快的吧，下次继续购买
1038,281,到货,11,13,非常快,13,16,物流,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1039,281,小包装,17,20,非常方便,26,30,包装,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1040,281,产品,31,33,很新鲜,33,36,整体,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1041,281,_,,,没有坏的东西,37,43,整体,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1042,281,_,,,很不错,44,47,整体,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1043,281,_,,,给好评,48,51,整体,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1044,281,特价活动,54,58,_,,,价格,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1045,281,价格,61,63,非常实惠,63,67,价格,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1046,281,店家,82,84,非常有心,97,101,体验,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1047,281,小礼品,93,96,_,,,体验,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1048,281,_,,,非常有心,97,101,体验,正面,开封的店，离郑州很近，到货非常快，小包装，一次一袋，非常方便.产品很新鲜，没有坏的东西，很不错，给好评.另外特价活动买的，价格非常实惠，每天不到2块，可以喝一个月，店家还送淘米神奇和其他小礼品，非常有心.
1049,282,店,8,9,评价很不错,15,20,体验,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1050,282,_,,,没有令人失望,29,35,整体,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1051,282,口味,38,40,非常的丰富,40,45,口味,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1052,282,_,,,有我喜欢的,47,52,整体,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1053,282,_,,,从没有品尝过的,74,81,口味,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1054,282,_,,,拒绝口味单一,92,98,整体,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1055,282,日期,99,101,非常新,101,104,整体,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1056,282,_,,,美味,120,122,口味,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1057,282,_,,,营养,122,124,整体,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1058,282,_,,,是个好选择,128,133,整体,正面,在很多卖一份粥的店中选择了这家评价很不错的店，收到的商品也没有令人失望。粥的口味非常的丰富，既有我喜欢的五黑，燕麦、山药、红枣搭配的口味，也有我之前从没有品尝过的青稞、糙米等口味，坚决拒绝口味单一！日期非常新，保质期6个月 ！冬天的早晨来碗美味营养的粥绝对是个好选择！
1059,283,产品包装,0,4,高端大气上档次,4,11,包装,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1060,283,快递,12,14,套了个箱子,15,20,物流,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1061,283,本身的箱子,23,28,一点没受伤,28,33,物流,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1062,283,产品,0,2,分袋包装,36,40,包装,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1063,283,_,,,有自己的生产日期,74,82,整体,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1064,283,_,,,值得一提,85,89,整体,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1065,283,_,,,简单明了,110,114,包装,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1066,283,_,,,太赞,115,117,整体,正面,产品包装高端大气上档次，快递还套了个箱子，产品本身的箱子一点没受伤。产品分袋包装，每袋都有自己的名字，比如糙米十谷粥，以及内含各种原材料，另外每袋都有自己的生产日期。特别值得一提的是30袋按顺序标了数字，按序号吃就可以，简单明了，太赞。今天刚收到，还没吃，所以味道还不确定，希望会好吃。
1067,284,发货送货,0,4,速度,4,6,物流,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1068,284,快递员,7,10,态度很好,17,21,物流,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1069,284,送货上门,12,16,_,,,物流,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1070,284,外包装,22,25,完好无损,25,29,包装,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1071,284,五谷杂粮,37,41,同描述相符,41,46,体验,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1072,284,_,,,30天不重样,47,53,整体,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1073,284,_,,,货真价实,54,58,整体,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1074,284,杂粮,39,41,丰富多样,61,65,整体,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1075,284,味道,66,68,纯正好吃,68,72,口味,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1076,284,包装,73,75,精美,75,77,包装,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1077,284,价格,78,80,实惠偏宜,80,84,价格,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1078,284,购物体验,91,95,愉快,86,88,体验,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1079,284,_,,,很满意,96,99,整体,正面,发货送货速度！快递员亲子送货上门，态度很好！外包装完好无损！第二次购买了！五谷杂粮同描述相符！30天不重样，货真价实，杂粮丰富多样！味道纯正好吃！包装精美！价格实惠偏宜！很愉快的一次购物体验，很满意！
1080,285,搞活动,19,22,_,,,价格,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1081,285,_,,,毫不犹豫的下单,27,34,整体,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1082,285,物流速度,36,40,给力,48,50,物流,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1083,285,包装,58,60,非常的完好,61,66,包装,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1084,285,_,,,没有一丝的破损,67,74,包装,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1085,285,_,,,很方便,104,107,包装,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1086,285,_,,,真的是适合,108,113,体验,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1087,285,_,,,30天不重样,129,135,体验,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1088,285,_,,,思路不错,138,142,整体,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1089,285,_,,,还会再买,154,158,整体,正面,家里的粥快吃完了，看到京东上面这款粥在搞活动，所以说就毫不犹豫的下单了，物流速度怎么说呢？还算是给力的。物流到的时候包装也非常的完好，没有一丝的破损，每一款粥都是100克，差不多，正好是一家三口的量，煮起来也很方便，真的是适合现在的男人，每一款粥都是不同的，30天不重样，这个思路不错，下次如果还有活动，我想还会再买的。
1090,286,核桃,47,49,新鲜,51,53,整体,正面,买回来迫不及待的试了一下，选了30号，因为里面有核桃，核桃一般容易过期，所以就试了一下，没想到核桃这么新鲜，而且看到产品的生产日期也是12月17号，日期也是非常的新鲜，可以放心的使用，东西这么的丰富，大赞，下次还会屯买！
1091,286,产品的生产日期,58,65,非常的新鲜,78,83,整体,正面,买回来迫不及待的试了一下，选了30号，因为里面有核桃，核桃一般容易过期，所以就试了一下，没想到核桃这么新鲜，而且看到产品的生产日期也是12月17号，日期也是非常的新鲜，可以放心的使用，东西这么的丰富，大赞，下次还会屯买！
1092,286,_,,,可以放心的使用,84,91,整体,正面,买回来迫不及待的试了一下，选了30号，因为里面有核桃，核桃一般容易过期，所以就试了一下，没想到核桃这么新鲜，而且看到产品的生产日期也是12月17号，日期也是非常的新鲜，可以放心的使用，东西这么的丰富，大赞，下次还会屯买！
1093,286,_,,,这么的丰富,94,99,整体,正面,买回来迫不及待的试了一下，选了30号，因为里面有核桃，核桃一般容易过期，所以就试了一下，没想到核桃这么新鲜，而且看到产品的生产日期也是12月17号，日期也是非常的新鲜，可以放心的使用，东西这么的丰富，大赞，下次还会屯买！
1094,286,_,,,大赞,100,102,整体,正面,买回来迫不及待的试了一下，选了30号，因为里面有核桃，核桃一般容易过期，所以就试了一下，没想到核桃这么新鲜，而且看到产品的生产日期也是12月17号，日期也是非常的新鲜，可以放心的使用，东西这么的丰富，大赞，下次还会屯买！
1095,286,_,,,下次还会,103,107,整体,正面,买回来迫不及待的试了一下，选了30号，因为里面有核桃，核桃一般容易过期，所以就试了一下，没想到核桃这么新鲜，而且看到产品的生产日期也是12月17号，日期也是非常的新鲜，可以放心的使用，东西这么的丰富，大赞，下次还会屯买！
1096,287,搭配,46,48,特别棒,48,51,整体,正面,对比很多家后，然后又翻看了这家的评价，最后选择了这家店的产品，买来后尝试了好几包后，才评价，搭配特别棒，而且对于我这种特别懒的人来说，真的是不二选择。   大赞。    吃完下次再来购买，。  特别喜欢。
1097,287,_,,,不二选择,70,74,整体,正面,对比很多家后，然后又翻看了这家的评价，最后选择了这家店的产品，买来后尝试了好几包后，才评价，搭配特别棒，而且对于我这种特别懒的人来说，真的是不二选择。   大赞。    吃完下次再来购买，。  特别喜欢。
1098,287,_,,,大赞,78,80,整体,正面,对比很多家后，然后又翻看了这家的评价，最后选择了这家店的产品，买来后尝试了好几包后，才评价，搭配特别棒，而且对于我这种特别懒的人来说，真的是不二选择。   大赞。    吃完下次再来购买，。  特别喜欢。
1099,287,_,,,下次再来购买,87,93,整体,正面,对比很多家后，然后又翻看了这家的评价，最后选择了这家店的产品，买来后尝试了好几包后，才评价，搭配特别棒，而且对于我这种特别懒的人来说，真的是不二选择。   大赞。    吃完下次再来购买，。  特别喜欢。
1100,287,_,,,特别喜欢,97,101,整体,正面,对比很多家后，然后又翻看了这家的评价，最后选择了这家店的产品，买来后尝试了好几包后，才评价，搭配特别棒，而且对于我这种特别懒的人来说，真的是不二选择。   大赞。    吃完下次再来购买，。  特别喜欢。
1101,288,_,,,很好,15,17,整体,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1102,288,_,,,价美物廉,18,22,价格,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1103,288,_,,,谢谢掌柜,23,27,体验,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1104,288,客服的态度,36,41,非常满意,49,53,体验,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1105,288,客服态度,55,59,专业热情,60,64,体验,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1106,288,_,,,有问必答,65,69,体验,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1107,288,_,,,回复也很快,70,75,体验,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1108,288,问题,81,83,一一回答,85,89,体验,正面,终于于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，都一一回答了
1109,289,每一包,10,13,很有份量,14,18,包装,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1110,289,营养,19,21,丰富,21,23,整体,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1111,289,_,,,很是喜欢,23,27,整体,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1112,289,_,,,还会来,31,34,整体,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1113,289,搭配,61,63,干净卫生,63,67,整体,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1114,289,营养,68,70,补充齐全,74,78,整体,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1115,289,_,,,吃完再买一些,82,88,整体,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1116,289,_,,,特别方便,89,93,包装,正面,收到了，立马试吃了，每一包都很有份量，营养丰富很是喜欢，有需要还会来这里的，主要是现在吃喝都不健康，特别缺乏膳食纤维，这样搭配干净卫生，营养方面都能补充齐全，我打算吃完再买一些，特别方便。
1117,290,风味口感,0,4,很清淡,5,8,口味,正面,风味口感：很清淡，非常清淡！！！吃出几次小沙粒了有待提升“
1118,290,_,,,非常清淡,9,13,口味,正面,风味口感：很清淡，非常清淡！！！吃出几次小沙粒了有待提升“
1119,290,小沙粒,20,23,_,,,整体,负面,风味口感：很清淡，非常清淡！！！吃出几次小沙粒了有待提升“
1120,290,_,,,有待提升,24,28,整体,负面,风味口感：很清淡，非常清淡！！！吃出几次小沙粒了有待提升“
1121,291,风味口感,0,4,非常好,5,8,口味,正面,风味口感：非常好。老顾客了。
1122,291,_,,,老顾客了,9,13,整体,正面,风味口感：非常好。老顾客了。
1123,292,_,,,非常好,2,5,整体,正面,东西非常好，八宝粥特别的浓香。味道好好吃你们可以尝试一下哦。价格非常的实惠，这是我买最便宜的一次儿最好，质量非常好。感觉非常好吃，我又买了几袋，老人小孩都喜欢吃，对身体好。服务物流都非常的好。服务有问必答，物流发的非常的快，还到位。我和满意这次的购物。欢迎来品尝。
1124,292,_,,,特别的浓香,9,14,口味,正面,东西非常好，八宝粥特别的浓香。味道好好吃你们可以尝试一下哦。价格非常的实惠，这是我买最便宜的一次儿最好，质量非常好。感觉非常好吃，我又买了几袋，老人小孩都喜欢吃，对身体好。服务物流都非常的好。服务有问必答，物流发的非常的快，还到位。我和满意这次的购物。欢迎来品尝。
1125,292,味道,15,17,好好吃,17,20,口味,正面,东西非常好，八宝粥特别的浓香。味道好好吃你们可以尝试一下哦。价格非常的实惠，这是我买最便宜的一次儿最好，质量非常好。感觉非常好吃，我又买了几袋，老人小孩都喜欢吃，对身体好。服务物流都非常的好。服务有问必答，物流发的非常的快，还到位。我和满意这次的购物。欢迎来品尝。
1126,292,价格,30,32,非常的实惠,32,37,价格,正面,东西非常好，八宝粥特别的浓香。味道好好吃你们可以尝试一下哦。价格非常的实惠，这是我买最便宜的一次儿最好，质量非常好。感觉非常好吃，我又买了几袋，老人小孩都喜欢吃，对身体好。服务物流都非常的好。服务有问必答，物流发的非常的快，还到位。我和满意这次的购物。欢迎来品尝。
1127,292,_,,,最便宜的一次,42,48,价格,正面,东西非常好，八宝粥特别的浓香。味道好好吃你们可以尝试一下哦。价格非常的实惠，这是我买最便宜的一次儿最好，质量非常好。感觉非常好吃，我又买了几袋，老人小孩都喜欢吃，对身体好。服务物流都非常的好。服务有问必答，物流发的非常的快，还到位。我和满意这次的购物。欢迎来品尝。
